id,age group,dataset,gender,age,mainCharacter,emotion,activity,situation,expectation,need,mainCharacter_ko,emotion_ko,activity_ko,situation_ko,expectation_ko,need_ko,drawing_time,stroke_count,avg_stroke_length
1806,seniors,train,female,65.0,Myself,Sad,be depressed and absent-minded,It's raining on my way to the market,We go grocery shopping and make dinner delicious,"Health, living happily",본인,슬프다,우울하게 멍하니 있다,시장가는데 비가 오고 있다,장을봐서 저녁을 맛있게 한다,"건강,행복하게 사는것",02:14,73,15172.804455729400
1807,seniors,test,female,81.0,,Lonely,be walking in the rain,It's raining while I'm walking,think about making money,need money,,외롭다,빗속을 걷고있다,걷는데 비가 오고있다,돈버는 일을 생각한다,돈이 필요하다,03:48,78,22347.14546839390
1808,seniors,train,male,66.0,Myself,That's funny,be walking,I wanted to walk in the rain,I think happiness will come,a cup of coffee,본인,우습다,걸어가고 있다,빗속을 걸어가고 싶어서,행복이 올거 같다,커피한잔,05:34,75,13415.087474968700
1809,seniors,train,female,70.0,,Sad,be lost in thought and walking in the rain,to be in sorrow without an umbrella,I feel lonely,I want to make friends and relieve my loneliness,,슬프다,생각에 잠겨서 빗길을 걷고있다,우산없이 슬픔속에 있다,외로움이 찾아온다,친구가 생겨서 외로움을 달래고 싶다,03:39,133,19838.52921444710
1810,seniors,test,female,68.0,,Glad,be walking in the rain,"I'm planting flowers. If you plant them on a rainy day, they grow well","When flowers bloom, I look at them",need a flower shovel,,기쁘다,빗속을 걷고있다,꽃을 심고있다 비오는날 심으면 꽃이 잘 자란다,꽃이 피면 꽃을 구경한다,꽃삽이 필요하다,01:07,36,7314.775584015940
1811,seniors,test,female,63.0,,Glad,On my way to the mart with my grandson,On my way to the mart with my grandson,Shopping,Grandson,,기쁘다,손자와  마트가는길,손자랑마트가는길,쇼핑,손자,03:22,142,12511.458655107500
1812,seniors,train,female,63.0,,Glad,Where have you been,It's raining somewhere,I will go home and take a shower and watch TV after eating,I want to lose weight,,기쁘다,어디갔다 오는길이다,어디갔다 오다가 비가 오는중이다,집에가서 샤워후 식사후 TV를 볼예정이다,살을 빼고 싶다,03:33,75,16989.532156884900
1813,seniors,test,male,72.0,,Glad,Meeting a friend,I ran into a friend and went to eat,a prolonged drinking party,Friendship,,기쁘다,친구와  만남,친구랑  우연히  만나서  식사하러감,술자리가  길어짐,우정,02:13,83,10226.79012538900
1814,seniors,train,male,65.0,,Feel depressed.,Walking in the rain,I'm walking because I',I go home to relieve my loneliness,to need a club to beat someone up,,우울하다,비맞으며 걸어가는 모습,고독해서 걸어간다,외로움을 달래며 집에간다,누구를 때려주고 싶어서 몽둥이가 필요하다 ,01:59,37,9005.108918433310
1815,seniors,test,female,65.0,,Happy,looking at flowers in the rain,Happy to see flowers in the rain,be happy looking at the flowers,a warm heart,,행복하다,빗속에서  꽃을바라봄,비를  맞고있는 꽃을보며  행복해함,꽃을 바라보며  행복해한다,따뜻한마음,01:49,116,14253.706615893500
1816,seniors,train,male,68.0,,Angry,"It's raining, but I'm working",in order to get the job done,I'll go home and rest,Rest,,화가난다,비오고있지만  일을한다,일을  마무리하기위해,집에가서 휴식,휴식,01:48,71,13723.45597954620
1817,seniors,test,male,71.0,,Glad,On my way to meet my friend,Waiting for the traffic light,Meet a friend who crossed the street,Friend,,기쁘다,친구만나러  가는길,신호등기다리고있음,길을건너 친구만남,친구,01:57,60,10901.121613911700
1820,seniors,test,female,68.0,,Lonely,be walking in the rain,To go to my friend's house,I think my grandchildren will do well,need money,,외롭다,빗속을 걸어가고있다,친구네 가기 위해서,손주들이 잘 될것같다,돈이 필요하다,01:28,65,8812.601264513200
1821,seniors,train,female,66.0,,Happy,be happy in the rain,Because it's raining,I am happy to think of the happy things that have happened,need a healthy life,,행복하다,비를 맞으면 행복하다,비가 좋아서,지나온 행복한일을  생각해서 행복하다,건강한생활이 필요하다,01:23,56,9312.641456627610
1822,seniors,train,male,66.0,,Lonely,be in the rain,stand to relieve one's loneliness,I'm getting home,I need a friend who can talk about the future,,외롭다,비를 맞고있다,외로움을 달래려고 서있다,집에 도착한다,미래를 얘기할 수 있는 말동무 친구가 필요하다,02:00,55,7610.595342434110
1823,seniors,test,male,68.0,,Glad,I'm on my way to work in the morning,I'm on my way to work because it's morning,"When I arrive at the company, I meet a person who is happy to meet",need a happy family,,기쁘다,아침에 회사에 출근하고 있다,아침이라서 출근중이다,회사에 도착해서 반가운사람을  만난다,행복한가정이 필요하다,01:12,52,6840.640996471750
1824,seniors,train,female,74.0,Myself,Happy,be enjoying the rain,I was taking a walk,Nothing's happening,I don't need anything,본인,행복하다,비를 즐기고 있다,산책을 하고 있어서,아무일도 안 일어난다,아무것도 필요없다,04:51,86,13725.873095836600
1825,seniors,train,male,70.0,Myself,Glad,be thinking while walking in the rain,It's raining because I came out to go home,You will not be in good condition because of the rain,Umbrella,본인,기쁘다,빗속을 걸어가며 생각을 하고 있다,집으로 가기 위해서 나오니까 비가 내린다,비를 맞아서 컨디션이 안 좋을것이다,우산,04:13,181,14033.443288773400
1826,seniors,train,male,71.0,Myself,Sad,I'm walking with an umbrella,I'm going to the senior citizen center,a drinking job,cash,본인,슬프다,우산을 쓰고 걸어가고 있다,경로당 가고 있다,술 마시는일,현금,03:28,63,11740.273862821700
1827,seniors,train,female,73.0,Myself,Happy,be thinking in the rain,To think about life,Good things will happen,Health,본인,행복하다,비를 맞으며 생각을 하고 있다,삶의 생각을 하기 위해서,좋은일이 일어날 것이다,건강,02:41,48,10909.990925077900
1838,children&Adolescents,train,male,17.0,,Glad,I am walking in the rain looking at my cell phone with an umbrella.,Because it rains on the way home.,I move to go home.,shoes thick enough to keep your socks wet,,기쁘다,우산을 쓰고 핸드폰을 보며 빗 속을 걸어가고 있다.,집가는 길에 비가 오기 때문이다., 집으로 가기위해 걸음을 옮긴다.,양말이 물에 젖지않을 정도의 두꺼운 신발,12:27,136,23932.48849643790
1839,children&Adolescents,train,male,17.0,,Glad,be sheltering from the rain with an umbrella,I am waiting for the bus to go to the academy,I will go to the academy,Money,,기쁘다,우산으로 비를 피하고 있다,학원을 갈려고 버스를 기다리고 있다,학원을 갈것이다,돈,05:20,270,26562.069789607800
1840,children&Adolescents,train,male,17.0,,Happy,be in the rain,because of the rain,I'm going home,,,행복하다,비를 맞고 있다 ,비가 내려서,집에 갈것이다,,06:35,211,19277.48372733790
1841,children&Adolescents,train,male,17.0,,Glad,be in the rain,"Life is hard, so I'm trying to relieve my stress",It makes me happy,GFRIEND,,기쁘다,비를맞고있다,인생이 힘들어서 힘듬을 달랠려고,행복해진다,여자친구,06:27,201,16048.294494445100
1842,children&Adolescents,train,male,17.0,,be lonely,I'm going home with an umbrella,I'm on my way home,I'll be home,chicken,,고독하다,우산을쓰고 집을 가고있다,집가는 길이어서,집에 도착할것이다,치킨,09:28,469,134176.83913311800
1843,children&Adolescents,train,male,17.0,,Happy,I'm using an umbrella,It rained according to the weather forecast,It will rain for hours on end,Interior space,,행복하다,우산을 쓰고있습니다,일기예보에 따라 비가와서 ,몇시간동안 계속 비가 올것이다,실내공간,05:16,87,26411.46815928260
1844,children&Adolescents,train,male,17.0,,Want to avoid it,wear an umbrella,It's raining from the sky,I will go somewhere with an umbrella,the sun,,피하고싶다,우산을쓰고있다,하늘에서 비가 떨어져서,우산을 쓰고 어딘가 갈것이다,해 ,06:03,178,23015.77243288260
1845,children&Adolescents,train,male,17.0,,,,,,,,,,,,,05:06,227,19817.49869656640
1846,children&Adolescents,train,male,17.0,a dumped man,Sad,be in tears,"I was dumped by a crush and it rained like a drama, so I'm in the rain.",His friends will console him.,"Love, consolation, and the attention of a crush",차여진 사람,슬프다,울고있다,짝사랑하는 사람에게 차였더니 드라마처럼 비가와서 빗 속에 있다.,그 사람의 친구들이 위로해 줄 것이다.,"사랑과 위로, 짝사랑하는 사람의 관심",14:27,202,35974.14166897410
1847,children&Adolescents,test,male,17.0,,Want to avoid it,I am suffering in the rain.,It suddenly started raining,I will look for a house or an interior.,"An umbrella, a raincoat",,피하고싶다,비를 맞으며 괴로워하고 있다.,갑작스럽게 비가 쏟아져서,집이나 실내를 찾아다닐것이다.,"우산, 우비",05:22,83,10079.478238186700
1849,children&Adolescents,train,male,17.0,the person on the far right,Lonely,I'm getting rained on.,I'm waiting for someone lonely because I don't have any friends.,It will be wet with rain.,Someone comes up and gives you an umbrella to avoid the rain,가장 오른쪽에 있는 사람 ,외롭다,비를 맞고 있습니다.,친구가 없어서 외롭게 누군가를 기다리고 있습니다.,비의 홀딱 젖을 것이다.,비를 피를 할 수 있는  우산을 누군가가 다가와서 주는 것,07:22,139,16130.512856916900
1850,children&Adolescents,train,male,17.0,,Glad,I'm just getting rained on,I was on my way home,I think I will catch a cold because I got rained on a lot,Umbrella,,기쁘다,비를 그냥 맞고 있습니다,집에 가는길이였습니다,비를 많이 맞아서 감기에 걸릴것같습니다,우산,04:24,106,20031.938961315300
1851,children&Adolescents,train,male,17.0,,Have no idea.,to be walking down the street with an umbrella on,"To go somewhere like home, school, etc",I'll keep walking Until we get there,a shelter from the rain,,아무생각이없다,우산을 쓴 채 길을 걷고 있다,"집,학교 등 어디론가 가기위해서",계속 걸을 것이다 도착할 때까지,"비를 피할 곳,도착지",06:44,203,18551.54645074610
1852,children&Adolescents,train,male,17.0,,Lonely,be spaced out,It rained on my way home,My clothes are getting wet,"a friend of the opposite sex, a close friend",,외롭다,멍때리고있다,집가는도중에 비가 내려서,옷이 젖는다,"이성친구,친한친구",05:00,89,12471.43010824190
1853,children&Adolescents,test,male,17.0,the person on the right,I'm bored,He puts an umbrella on the cat that hangs around his house every day,I came out because I wanted to do something.,I am going home.,Rice,오른쪽 사람,심심하다,매일 자기집에서 어슬렁 거리는 고양이한테 우산을 씌워주고 있다,뭐라도 해보고싶어서 나왔다.,집에간다,밥,17:19,318,22553.720260647300
1854,children&Adolescents,train,male,17.0,,Lonely,be on a change of pace,I wanted to be comforted,I'll go home without a hitch,Music,,외롭다,기분전환을 하고 있다,위로 받고 싶어서,별일없이 집에 돌아갈것이다,음악,04:17,125,30867.882630893100
1855,children&Adolescents,train,male,17.0,,,,,,,,,,,,,00:23,32,6698.35480178253
1856,children&Adolescents,train,male,17.0,,Just so-so.,keep an umbrella,I'm on my way home,seem to be all right,a shelter from the rain,,그저 그렇다,우산을 쓰고 있다,집 가는 중,아무일 없을 듯 하다,비를 피할 수 있는 공간,01:43,172,17449.267497561900
1858,children&Adolescents,train,male,17.0,,Happy,Jump,shower,It's lightning,a big umbrella,,행복하다,점프,소나기,번개맞는다,큰 우산,05:21,126,12794.50427047000
1859,children&Adolescents,train,male,17.0,,Happy,I'm avoiding the rain,This is because it happened to rain on the street,I will go my way,Umbrella,,행복하다,비를 피해 가고있다,길을 가다 우연히 비가 내렸기 때문이다,갈길을 갈것이다,우산,01:47,20,8544.913168929150
1860,children&Adolescents,train,male,17.0,Among,Happy,"It suddenly rained on my way home, so my friends came in to put it under my umbrella","It's raining, so it's the rainy season",Three people will come into the narrow umbrella and run to the subway station laughing,Good boots or sneakers to run in the rain without slipping,가운데,행복하다,하교길에 갑자기 비가 내려서 친구들이 우산속으로 씌워달라고 들어옴,"비가 오니까, 장마철이다",좁은 우산에 3명이나 들어와서 깔깔거리면서 지하철역으로 뛰어갈 것이다,미끄러지지않고 빗길속에서 달릴수 있는 좋은 장화나 운동화,05:24,368,35640.23059237640
1861,children&Adolescents,train,male,17.0,,Angry,I'm getting rained on,That's why I drew it,Just go home,Umbrella,,화가난다,비를 맞고있습니다,그리라해서 그렸습니다,그냥 집에감,우산,05:26,43,19063.567907769200
1862,children&Adolescents,train,male,17.0,,Lonely,I'm walking alone in an umbrella,. Even though it's raining to go somewhere.. walk in the rain despite,arrive at one's destination,Rest,,외롭다,우산을 쓰고 비를 피하며 홀로 걷고 있다,. 어디론가 가기위해 비가 옴에도.. 불구하고 빗속을 걷는다,목적지에 도착한다,휴식,09:09,338,31040.177447281500
1863,children&Adolescents,train,male,17.0,,Glad,be in the rain,Feeling happy in the rain,Sliding,extra clothes,,기쁘다,비 맞고 있다 ,비 맞으면서 행복을 느끼는중,슬라이딩,여벌옷,01:12,111,11152.351210663800
1864,children&Adolescents,train,male,17.0,,Lonely,stand still in the rain,It's because I'm depressed and lonely,catch a cold,Love,,외롭다,가만히 서서 비를 맞고있다,기분이 울적하고 외로워서이다,감기에 걸린다,사랑,01:07,58,22692.02453745890
1866,children&Adolescents,train,male,17.0,,Happy,be in the rain,I wanted to get rained on,be struck by lightning,a change of clothes,,행복하다,비를 맞고있다,비를 맞고싶어서,번개를 맞는다,갈아입을 옷,02:12,70,14314.528756800300
1867,children&Adolescents,train,male,17.0,,Lonely,I walk down the street with an umbrella.,Because it's raining,I'm going home.,Music,,외롭다,우산을 쓰고 길을 걸어간다.,비가 와서,집에 돌아간다.,Music,05:22,169,27436.609224132600
1868,children&Adolescents,train,male,17.0,a bald head,Happy,I'm falling while running,To enjoy the rain,You'll fall to the face and break a slight concussion and nose bone,a cup of coffee,빡빡이,행복하다,달리다 넘어지고있다,비를 즐기기위해,얼굴쪽으로 넘어지고 가벼운 뇌진탕과 코뼈가 부러질것이다,한잔의커피,07:31,169,26334.773866944300
1869,children&Adolescents,train,male,17.0,,I am very happy and excited because it rains,He's dancing,To wash off the body,be struck by thunder and lightning,towels and food,,매우 행복하고 비가와서 들떳다,춤추고있다,몸을 씻어내기 위해,천둥이 치고 벼락에 맞게된다,수건과 음식,08:40,106,51565.21048464380
1870,children&Adolescents,train,male,17.0,I,Lonely,I lost my way when it rained alone,I got lost on my way home,a bolt of lightning,Umbrella,나,외롭다,혼자 비가 올때 갈길을 잃었다,집가다 길 잃음,번개가 쳐서 번개에 맞음,우산,10:45,314,51515.15305595680
1871,children&Adolescents,train,male,17.0,,Want to avoid it,I'm holding an umbrella and blocking the rain.,It's because it's.,I go to school.,Green Onion Pancake Makgeolli,,피하고싶다,우산을 쓰고 비를 막고있다.,비가 오기 때문이다.,학교를 간다.,파전 막걸리,03:03,71,8721.833453763220
1872,children&Adolescents,train,male,17.0,,Angry,cigarette,I came out to buy cigarettes and it rained,running into the house,Umbrella,,화가난다,담배,담배사러 나왔다가 비가 와서,뛰어서 집에 들어감,우산,03:00,44,5712.363213037190
1873,children&Adolescents,train,male,17.0,,Lonely,stand still in the rain,It rained when I came out of the house,"If you get rained on, you'll be lonely",Friend,,외롭다,비를 맞으면 가만히 서있다,집밖에 나왔다가 비가내렸다,비를맞으면 외롭움에 있을꺼다,친구,07:06,49,16039.502601930600
1874,children&Adolescents,train,male,17.0,,Happy,I'm measuring how much it rains,Because I'm going to the meeting place to meet my friend,I'm going to hang out with a friend,food and rides,,행복하다,비가 얼마나 오는지 재고있다,친구를 만나려고 약속장소에 가고있기 때문이다,친구를 만나 놀 것이다,음식과 놀이 기구,04:27,206,25453.674810947800
1877,children&Adolescents,train,male,18.0,,Happy,keep an umbrella,It rained on my way home,"I go home, eat, and rest","Chicken breast, supplements",,행복하다,우산을 쓰고 있다,집 가는데 비가 와서,집에 가서 밥을 먹고 휴식을 취한다,"닭가슴살,보충제",02:54,152,21040.114414661200
1878,children&Adolescents,test,male,18.0,,be lost in thought,be lost in thought while holding an umbrella and listening to the sound of rain,I like listening to the sound of rain,A car gets wet in a puddle while passing by,Raincoat,,생각에 잠겨있다,우산을 들고 빗소리를 들으며 생각에 잠겨있다,빗소리를 듣는게 좋아서,차가 앞에지나가다가 물웅덩이에 물에 젖는다,우비,02:27,42,13607.42963699010
1879,children&Adolescents,test,male,18.0,,I'm spacing out,Look up at the sky.,"In the rain, to think about many things",I go home in the rain until I feel cold.,Goals,,멍때린다,하늘을 바라본다.,"비를 맞으며, 여러생각을 하기위해",춥다고 느끼기 전까지 비를 맞다가 집에 들어간다. ,목표,03:15,47,9417.791077559960
1881,children&Adolescents,test,male,18.0,,I want to go home,I'm listening to it's raining somewhere else.,I'm not in the rain. The rain is outside me.,New Gin's Bottom Boy,sleep,,집에 가고 싶다,it's raining somewhere else를 듣고 있다.,내가 빗 속에 있는 것이 아니다. 비가 내 밖에 있는 것이다.,뉴진스의 하입보이,수면,08:12,218,26579.729712017200
1883,children&Adolescents,test,male,18.0,,have no idea,be in the rain,I was outside and it rained,I'm going home,Umbrella,,아무생각없다,비를 맞고 있다,밖에 있었는데 비가 와서,집으로 간다,우산,12:36,164,16379.862135496200
1884,children&Adolescents,test,male,18.0,The friend on the left on the cloud,Pleasure,The man on the cloud is watering.           The person below is enjoying himself in the rain.,"I think I'm getting rained on because I want to wash away all my tiring, hard day in the rain.",1: Going home. 2: I wash up. 3: I go outside again. 4: Take an umbrella and go to the mountain. 5: Look at the rainbow. 6: Tent and sleep in the mountains.,"Money, honor, house, car, land, mountain, country, power, etc",구름 위에 있는 왼쪽 친구,쾌락,구름 위에 있는 사람은 물을 주고 있다.           밑에 있는사람은 비를 맞으면서 쾌락을 느끼고 있다.,"고단하고, 힘든 하루를 빗물에 다 씻어내고 싶어서 비를 맞고 있는것같다.",1:집에 간다. 2:씼는다. 3:다시 밖으로 나간다. 4:우산을 챙겨 산으로 간다. 5:무지개를 본다. 6:산에서 텐트치고 잠을 잔다.,"돈,명예,집,차,땅,산,나라,권력 등등",03:54,144,26812.1617208289
1885,children&Adolescents,train,male,18.0,A man who regrets the past,Sad,"His whole body is wet, wet, and he is shedding tears or rain.",Because it represents your situation,"No one knows that. Only he knows. I think I'll continue to regret it, make up my mind, or do something else.",Goal,과거를 후회하는 남자,슬프다,온몸이 젖은 채 비를 맞으며 눈물인지 아니면 비인지 모를 것을 흘리고 있다.,자신의 처지를 나타내기 때문에,그건 아무도 모릅니다. 오직 그 사람만이 알고 있겠죠. 계속 후회하던가 결심을 다지거나 다른 행동을 한다던가 할 것 같습니다.,목적,09:57,224,29978.975923189500
1886,children&Adolescents,train,male,18.0,,depression,This is the person who is using an umbrella to avoid the rain.,It's to go home.,I arrive home safely.,Friend,,우울,비를 피하기 위해 우산을 쓰고 있는 사람입니다.,집에 가기 위해서 입니다.,무사히 집에 도착합니다.,친구,09:42,287,97742.02902782340
1887,children&Adolescents,train,male,18.0,,It is emotional because it is immersed in the atmosphere of the rainy natural environment.,"Wearing an umbrella, looking at trees and flowers.",I enjoy the natural scenery while walking on the street.,Keep looking at it without anything happening and at some point you go your way.,A comfortable person who enjoys this moment together,,비가 내리는 자연 환경의 분위기에 빠져서 감성적이다.,우산을 쓰고 나무와 꽃을 바라보고 있다.,길거리를 걷다가 자연 풍경을 감상한다.,아무일도 일어나지 않고 계속 바라보다가 어느 순간 갈길을 간다.,이 순간을 함께 즐기는 편한 사람 ,07:10,472,41345.01102675100
1889,children&Adolescents,test,male,18.0,a man and a woman in the rain,Happy,Walking,I went out on a rainy day,Walk to your destination.,There isn't.,비맞는 남자와 여자,행복하다,걷는 중,비오는 날 나가서,목적지까지 걸어간다.,없다.,12:22,322,36716.37683540180
1890,children&Adolescents,train,male,18.0,,Happy,Soccer,Because I like to play outside in the rain on rainy days,I will continue to play soccer and go home,A friend who plays soccer in the rain,,행복하다,축구,저는 비오는날 밖에서 비맞으면서 노는걸 좋아하기 때문입니다,계속 축구를 하고 집에 갈겁니다,같이 비를 맞으면서 축구를 하는 친구,06:31,125,23050.964006934400
1891,children&Adolescents,test,male,18.0,,be restless,be in the rain,There isn't.,It will stop raining soon,Time,,싱숭생숭하다,비를 맞고 있다,없다.,조만간 비가 그친다,시간,05:25,85,12420.200736948400
1892,children&Adolescents,test,male,18.0,"All,",Freedom from all ideas and thoughts,I'm waiting for it to fall to the floor.,I don't have a water bill,It falls on the floor and splashes with water droplets.,a buffer,"모두,",무념무상,바닥에 떨어지길 기다리는 중이다.,수돗세가 없어서,바닥에 떨어져 물방울과 함께 튀어 날아간다.,완충제,04:21,9,5696.87603959305
1893,children&Adolescents,train,male,18.0,,be in danger.,It's a situation where you can't come out because you're stuck in a raindrop.,"It was raining, and a huge raindrop fell, and the person who was raining was trapped in the raindrop.",You'll be stuck in the raindrops until you get someone to help you.,Someone to get him out of the raindrops,,위험을 느끼고이 있다.,빗방울 안에 갇혀서 나오지 못하는 상황이다.,비가 오는데 엄청 큰 빗방울 하나가 떨어져 비나가던 사람이 빗방울 속에 갇혀 버린 것입니다.,자신으르도와줄 사람이 올때까지 계속 빗방울 속에 갇혀 있들 것입니다. ,자신을 빗방울 속에서 꺼내줄 사람,06:38,76,9971.59037321314
1894,children&Adolescents,train,male,18.0,,Lonely,"""I'm in the Rain.""",They told me to draw it like that,be hospitalized by thunder and lightning,a woman's sail,,외롭다,비를 맞고있다',그렇게 그리래서,천둥번개를 맞아 입원한다,여잧,11:22,109,14955.296796561600
1896,children&Adolescents,train,male,18.0,I,Happy,be in the rain,Because it's raining,My clothes are getting wet,an umbrella or raincoat,나,행복하다,비를 맞고있다,비가와서,옷이다 젖는다,우산이나 우비,00:50,31,15724.177140528000
1897,children&Adolescents,train,male,18.0,Friend,Happy,I'm waving with a happy smile.,He is a friend who waves happily in the house because it's raining,I will play in the rain,None.,친구,행복하다,행복하게 웃으면서 손을 흔들고있다.,비가 내린다고 해서 집 안에서 행복허게 손을 흔드는 친구이다,비 속에서 놀 것이다,없음,01:35,27,23093.144153369000
1899,children&Adolescents,train,male,18.0,I,Happy,I'm avoiding the rain using an umbrella.,That's what you gave me.,I go home avoiding the rain.,I don't think so.,나,행복하다,우산을 써서 비를 피하고 있습니다.,그렇게 상황을 주셔서요.,비를 피하며 집에 가요.,없는 것 같아요.,02:14,117,19395.912572143100
1902,children&Adolescents,test,male,15.0,,Sad,be in the rain,I don't want to do anything,It will rain endlessly,Friend,,슬프다,비를 맞고 있다,아무것도 하기 싫어서,끝없이 비를 맞을 것이다,친구,03:26,416,29791.878019492400
1903,children&Adolescents,test,male,17.0,,Happy,I'm taking a picture with a happy expression.,Because the sun is up,I go home with joy.,Family,,행복하다,즐거운 표정으로 사진을 찍고있다.,해가 떠있기 때문에,즐거운 마음으로 집에 돌아간다.,가족,18:58,228,18989.380723369100
1904,children&Adolescents,test,male,17.0,,Want to avoid it,be in the rain,I don't have an umbrella,I keep getting wet from the rain,Umbrella,,피하고싶다,비를 맞고 있다,우산이 없어서,비를 계속 맞고 젖는다,우산,05:49,68,13597.907253122100
1905,children&Adolescents,train,male,17.0,,Lonely,be in the rain,I wanted to get rained on,My body is getting wet,a glass of warm milk and a comfortable bed,,외롭다,비를 맞고 있다,비가 맞고 싶어서,몸이 젖어간다,따뜻한 우유 한잔과 편안한 잠자리,01:40,44,16936.170821329300
1907,children&Adolescents,test,male,17.0,the sorrow of a hermit crab,Sad,be crying against the rain,I don't want anyone to know I'm crying,a good thing,Delicious chicken,소라게의 슬픔,슬프다,비에 기대 울고있다,자신이 울고 있는것을 남에게 들키고 싶지 않아,좋은일,맛있는 치킨,03:21,85,14610.011442753500
1908,children&Adolescents,test,male,17.0,,have no idea,I'm watching the rain without thinking,It is because it is raining on the way home,It's cold because of the rain and wind,"You need a friend to talk to, or you need a cell phone and earphones that store songs to listen to while walking on the street",,아무 생각없다,아무 생각없이 비내리는것을 감상하는중이다,집가는길에 비가내리고 있기 때문이다,비바람이 차서 추웧ㄹ,"자신과 이야기할 친구가 필요하거나 , 길을 걸으며 들을 노래를 저장한 핸드폰과 이어폰이 필요 하다",08:35,436,38738.29036050770
1910,children&Adolescents,test,male,17.0,a clown,I'm tired,Working.,in order to earn money,People will give money,Money,"광대,관객",힘들다,일하고 있다,돈을 벌기 위해서,사람들이 돈을 줄것이다,돈,08:22,136,11820.08001518890
1911,children&Adolescents,train,male,17.0,People,Happy,keep an umbrella,To protect animals in nature,live happily with animals,Love,사람,행복하다,우산을 쓰고 있다,자연에 있는 동물들을 보호하기 위해,동물들하고 같이 행복하게 산다,사랑,13:18,390,34076.00197151960
1912,children&Adolescents,train,male,17.0,,Glad,be exposed to the rain bare,This is to enjoy freedom for workers who are exhausted from work.,I will go home in the rain and sleep.,greater freedom.,,기쁘다,비를 맨 몸으로 맞고 있다,일에 치이며 피곤에 찌든 직장인이 자유를 만끽하기 위해서이다.,비를 맞고 집에 들어가서 잘 것이다.,더 큰 자유.,12:54,351,21708.57621366550
1913,children&Adolescents,train,male,17.0,,Sad,look at the dead water of the sea,I was in deep thought,It will stop raining and a sunny and sunny day will come,Time,,슬프다,바닦의 고인물을 보고 있다,깊은 생각의 고민에 빠졌다,비기 그치고 화창하고 맑은 날이 올것이다,시간,29:28,239,48056.81135264720
1914,children&Adolescents,test,male,17.0,It's someone who's getting rained on,a feeling of desperation,I was lost in thought in the rain,It's to not let your tears get caught,"Depending on your choice, you can die or live",I need support and friends,비를 맞고있는 사람입니다,자포자기의 심정,비를 맞으며 생각에 잠겼습니다,자신의 눈물을 들키지 않기 위해서 입니다,선택에 따라 죽을수도 살수도 있습니다,응원과 친구가 필요합니다,11:20,191,25766.98635427340
1915,children&Adolescents,train,male,17.0,Me in my imagination,Happy,keep an umbrella out of the rain,To relieve stress,"The rain stops and the sky clears up, making me feel better","Happiness that will happen in the future, anticipation in the future",상상속의 나,행복하다,우산을 펴 비를 막고있다,스트레스를 해소하기 위해,비가 그치고 하늘이 맑아져 기분이 좋아진다,"미래에 일어날 행복, 앞으로의 기대",18:38,436,63671.40352558990
1916,children&Adolescents,test,male,17.0,I,Want to avoid it,"I have an umbrella, but I'm still in the rain",He thinks he's useless,I'll be back home soon,sympathy and consolation,나,피하고싶다,우산이 있으나 비를 그대로 맞고 있다,자신이 쓸모없다고 생각해서,곧있다가 집으로 돌아갈것이다,동정과 위로,03:25,157,33598.56398123280
1917,children&Adolescents,train,male,17.0,,Glad,stare at the viewer of the viewer,He's a killer. He needs to wash his blood in the rain,I'm going to shoot,Rice,,기쁘다,작품 감상자를 응시한다,살인마여서 피가 비에 씻겨가야 해서,총을 쏜다,밥,01:20,120,19612.957882591600
1918,children&Adolescents,test,male,16.0,,Lonely,in frustration,I was kicked out of the house,You're going to die,Love,,외롭다,좌절중,집에서 쫓겨나서,죽을 것이다,사랑,05:33,365,63549.86963044920
1919,children&Adolescents,train,male,17.0,,Lonely,I'm walking with memories in mind.,The sound of rain is so warm,I'll keep walking.,"No, I'm just lost in thought",,외롭다,추억을 생각하며 걷고 있다.,빗소리가 정겨워서,계속 걸을것이다.,없다. 단지 생각에 잠겼을뿐 ,07:02,76,10720.799063298900
1920,children&Adolescents,train,male,17.0,,Want to avoid it,keep out of the rain with an umbrella,I don't have it's,get rained on,Boots,,피하고싶다,우산을 써서 비를 피하고 있다,없다,비를 맞는다,장화,03:13,113,22774.384962506100
1923,children&Adolescents,train,male,17.0,,Want to avoid it,It's running.,I don't have an umbrella,It will rain more and more.,Umbrella,,피하고싶다,뛰고 있다.,우산을 가지고 있지 않아서,비를 더욱 더 많이 맞을 것이다.,우산,02:44,139,12997.99286481730
1924,children&Adolescents,train,male,17.0,,Happy,It's raining.,I wanted to get rained on.,I'm arriving at home.,Umbrella,,행복하다,비 맞고 있다.,비 맞고 싶어서.,집에 도착한다.,우산,03:45,163,16676.528729405800
1927,children&Adolescents,train,male,17.0,,Glad,I stand still and feel the weather on a rainy day,Since it's raining,I will continue to enjoy the weather in the rain,a tremendous inspiration,,기쁘다,비오는날 가만히 서서 날씨를 느끼고 있다,  비가 오니까,계속 비를 맞으며 날씨를 즐길것이다,엄청난 영감,02:04,65,13309.843963386900
1928,children&Adolescents,train,male,17.0,,Lonely,stand still in the rain,I feel like I want to get rained on,I got rained on more and went home,Friend,,외롭다,비속에서 비를 맞으며 가만히 서있다,비를 맞고 싶은 기분이여서,가만히 비를더 맞다가 집오로롤아감,친구,05:10,297,20816.327039457300
